,DB ID,Wrestler,Opponent,Second,Score,Action,Successful,Technique,Defense,Flag,Author,Status
599,971938,Levan METREVELI VARTANOV,Aliabbas RZAZADE,05:57,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
600,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,05:47,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
601,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,05:42,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
602,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,05:29,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
603,971938,Levan METREVELI VARTANOV,Aliabbas RZAZADE,04:35,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
604,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,04:28,2,Takedown,1,Single leg takedown,0,,Huseyn,Completed
605,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,04:23,0,Roll,0,Roll from parter,1,,Huseyn,Completed
606,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,04:16,0,Takedown,0,Suplex,1,,Huseyn,Completed
607,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,04:05,0,Roll,0,Roll from parter,0,,Huseyn,Completed
608,971938,Levan METREVELI VARTANOV,Aliabbas RZAZADE,03:14,0,To go behind,0,Arm drag,0,,Huseyn,Completed
609,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,02:57,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
610,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,02:15,2,To go behind,1,To go behind,0,,Huseyn,Completed
611,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,01:33,1,Protection zone,1,From passivity,0,,Huseyn,Completed
612,971938,Levan METREVELI VARTANOV,Aliabbas RZAZADE,01:24,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
613,971938,Levan METREVELI VARTANOV,Aliabbas RZAZADE,01:20,0,Takedown,0,Fireman's carry,1,,Huseyn,Completed
614,971938,Aliabbas RZAZADE,Levan METREVELI VARTANOV,01:18,2,To go behind,1,To go behind,0,,Huseyn,Completed
615,971938,Levan METREVELI VARTANOV,Aliabbas RZAZADE,00:41,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
616,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,05:43,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
617,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,05:08,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
618,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,04:44,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
619,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,04:39,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
620,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,04:33,2,Takedown,1,Arm throw,0,,Huseyn,Completed
621,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,04:11,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
622,971934,Mikyay Salim NAIM,Aliabbas RZAZADE,03:25,2,Takedown,1,Ankle pick,0,,Huseyn,Completed
623,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,02:49,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
624,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,02:46,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
625,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,02:38,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
626,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,02:31,4,Takedown,1,Takedown,0,1.0,Huseyn,Completed
627,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,02:10,2,Takedown,1,Takedown,0,1.0,Huseyn,Completed
628,971934,Mikyay Salim NAIM,Aliabbas RZAZADE,02:05,2,Roll,1,Leg lace,0,,Huseyn,Completed
629,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,01:55,1,Challange,1,Flag,0,1.0,Huseyn,Completed
630,971934,Aliabbas RZAZADE,Mikyay Salim NAIM,01:22,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
631,971934,Mikyay Salim NAIM,Aliabbas RZAZADE,01:02,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
632,971934,Mikyay Salim NAIM,Aliabbas RZAZADE,00:32,0,Takedown,0,Arm spin,1,,Huseyn,Completed
633,971934,Mikyay Salim NAIM,Aliabbas RZAZADE,00:27,2,Roll,1,Leg lace,0,,Huseyn,Completed
634,971934,Mikyay Salim NAIM,Aliabbas RZAZADE,00:01,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
635,971930,Beka BUJIASHVILI,Aliabbas RZAZADE,05:46,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
636,971930,Aliabbas RZAZADE,Beka BUJIASHVILI,05:43,2,Takedown,1,Double leg takedown,0,,Huseyn,Completed
637,971930,Aliabbas RZAZADE,Beka BUJIASHVILI,05:30,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
638,971930,Aliabbas RZAZADE,Beka BUJIASHVILI,05:17,0,Roll,0,Arm-lock roll on parter,1,,Huseyn,Completed
639,971930,Aliabbas RZAZADE,Beka BUJIASHVILI,05:04,4,Takedown,1,Takedown,0,1.0,Huseyn,Completed
640,971930,Aliabbas RZAZADE,Beka BUJIASHVILI,04:50,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
641,971925,Aliabbas RZAZADE,Vladimir EGOROV,05:34,0,Takedown,0,Arm spin,1,,Huseyn,Completed
642,971925,Aliabbas RZAZADE,Vladimir EGOROV,05:13,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
643,971925,Vladimir EGOROV,Aliabbas RZAZADE,04:37,2,Takedown,1,Whizzer throw,0,,Huseyn,Completed
644,971925,Aliabbas RZAZADE,Vladimir EGOROV,03:53,0,Takedown,0,Arm spin,1,,Huseyn,Completed
645,971925,Vladimir EGOROV,Aliabbas RZAZADE,03:51,0,To go behind,0,To go behind,1,,Huseyn,Completed
646,971925,Vladimir EGOROV,Aliabbas RZAZADE,02:22,2,Takedown,1,Hip toss throw,0,1.0,Huseyn,Completed
647,971925,Vladimir EGOROV,Aliabbas RZAZADE,02:17,2,Roll,1,Roll from parter,0,,Huseyn,Completed
648,971925,Vladimir EGOROV,Aliabbas RZAZADE,02:15,2,Roll,1,Roll from parter,0,,Huseyn,Completed
649,971925,Aliabbas RZAZADE,Vladimir EGOROV,02:04,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
650,971925,Vladimir EGOROV,Aliabbas RZAZADE,02:01,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
651,971925,Aliabbas RZAZADE,Vladimir EGOROV,01:33,2,To go behind,1,To go behind,0,,Huseyn,Completed
652,971925,Vladimir EGOROV,Aliabbas RZAZADE,00:57,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
653,971925,Aliabbas RZAZADE,Vladimir EGOROV,00:07,2,To go behind,1,To go behind,0,,Huseyn,Completed
654,971925,Aliabbas RZAZADE,Vladimir EGOROV,00:03,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
655,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,05:56,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
656,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,05:37,4,Takedown,1,Arm throw,0,,Huseyn,Completed
657,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,05:30,4,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
658,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,05:25,1,Challange,1,Flag,0,1.0,Huseyn,Completed
659,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,05:19,5,Takedown,1,Whizzer throw,0,,Huseyn,Completed
660,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,05:17,1,To go behind,1,Escape,0,,Huseyn,Completed
661,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,05:02,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
662,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,04:58,2,Takedown,1,Flag,0,1.0,Huseyn,Completed
663,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,03:54,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
664,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,03:51,0,Roll,0,Roll from parter,1,,Huseyn,Completed
665,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,03:48,1,Challange,1,Flag,0,1.0,Huseyn,Completed
666,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,03:36,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
667,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,03:28,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
668,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,03:26,1,Protection zone,1,From passivity,0,,Huseyn,Completed
669,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,02:56,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
670,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,02:38,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
671,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,02:04,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
672,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,01:57,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
673,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,01:35,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
674,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,01:18,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
675,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,01:12,2,To go behind,1,To go behind,0,,Huseyn,Completed
676,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,00:59,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
677,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,00:55,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
678,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,00:39,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
679,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,00:23,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
680,975061,Roberti DINGASHVILI,Aliabbas RZAZADE,00:11,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
681,975061,Aliabbas RZAZADE,Roberti DINGASHVILI,00:10,2,To go behind,1,To go behind,0,,Huseyn,Completed
682,975058,Aliabbas RZAZADE,Kamil KERYMOV,05:57,4,Takedown,1,Arm throw,0,,Huseyn,Completed
683,975058,Aliabbas RZAZADE,Kamil KERYMOV,05:47,0,Roll,0,Arm-lock roll on parter,1,,Huseyn,Completed
684,975058,Aliabbas RZAZADE,Kamil KERYMOV,05:21,2,Takedown,1,Double leg takedown,0,,Huseyn,Completed
685,975058,Kamil KERYMOV,Aliabbas RZAZADE,05:03,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
686,975058,Aliabbas RZAZADE,Kamil KERYMOV,05:01,4,Takedown,1,Arm throw,0,,Huseyn,Completed
687,975054,Aliabbas RZAZADE,Horst Justin Junior LEHR,05:53,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
688,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,05:49,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
689,975054,Aliabbas RZAZADE,Horst Justin Junior LEHR,05:38,0,Takedown,0,Whizzer throw,1,1.0,Huseyn,Completed
690,975054,Aliabbas RZAZADE,Horst Justin Junior LEHR,05:30,1,Protection zone,1,From passivity,0,,Huseyn,Completed
691,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,04:43,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
692,975054,Aliabbas RZAZADE,Horst Justin Junior LEHR,04:15,1,Protection zone,1,From passivity,0,,Huseyn,Completed
693,975054,Aliabbas RZAZADE,Horst Justin Junior LEHR,04:15,1,Penalty,1,Penalty,0,,Huseyn,Completed
694,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,04:09,0,Takedown,0,Fireman's carry,1,,Huseyn,Completed
695,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,03:14,2,Takedown,1,Ankle pick,0,,Huseyn,Completed
696,975054,Aliabbas RZAZADE,Horst Justin Junior LEHR,02:22,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
697,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,02:21,0,Takedown,0,Fireman's carry,1,,Huseyn,Completed
698,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,01:50,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
699,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,01:04,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
700,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,00:39,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
701,975054,Aliabbas RZAZADE,Horst Justin Junior LEHR,00:34,2,Takedown,1,Takedown,0,1.0,Huseyn,Completed
702,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,00:17,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
703,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,00:15,0,Takedown,0,Hip toss throw,1,,Huseyn,Completed
704,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,00:09,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
705,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,00:03,1,Penalty,1,Penalty,0,,Huseyn,Completed
706,975054,Horst Justin Junior LEHR,Aliabbas RZAZADE,00:01,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
707,979486,Aliabbas RZAZADE,Sunggwon KIM,05:53,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
708,979486,Sunggwon KIM,Aliabbas RZAZADE,05:06,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
709,979486,Aliabbas RZAZADE,Sunggwon KIM,05:01,2,To go behind,1,To go behind,0,,Huseyn,Completed
710,979486,Aliabbas RZAZADE,Sunggwon KIM,04:46,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
711,979486,Aliabbas RZAZADE,Sunggwon KIM,04:21,2,Roll,1,Gator roll,0,1.0,Huseyn,Completed
712,979486,Sunggwon KIM,Aliabbas RZAZADE,03:51,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
713,979486,Sunggwon KIM,Aliabbas RZAZADE,02:41,0,Takedown,0,Arm spin,1,,Huseyn,Completed
714,979486,Sunggwon KIM,Aliabbas RZAZADE,02:02,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
715,979486,Sunggwon KIM,Aliabbas RZAZADE,01:45,1,Takedown,1,Single leg takedown,0,,Huseyn,Completed
716,979486,Sunggwon KIM,Aliabbas RZAZADE,00:28,1,Passivity,1,From passivity,0,,Huseyn,Completed
717,979486,Sunggwon KIM,Aliabbas RZAZADE,00:10,2,Takedown,1,Arm spin,0,,Huseyn,Completed
718,979476,Wanhao ZOU,Aliabbas RZAZADE,05:33,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
719,979476,Aliabbas RZAZADE,Wanhao ZOU,05:34,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
720,979476,Wanhao ZOU,Aliabbas RZAZADE,04:38,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
721,979476,Aliabbas RZAZADE,Wanhao ZOU,04:00,1,Passivity,1,From passivity,0,,Huseyn,Completed
722,979476,Aliabbas RZAZADE,Wanhao ZOU,03:41,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
723,979476,Wanhao ZOU,Aliabbas RZAZADE,03:09,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
724,979476,Aliabbas RZAZADE,Wanhao ZOU,03:05,0,Takedown,0,Takedown,1,1.0,Huseyn,Completed
725,979476,Aliabbas RZAZADE,Wanhao ZOU,02:45,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
726,979476,Aliabbas RZAZADE,Wanhao ZOU,02:39,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
727,979476,Aliabbas RZAZADE,Wanhao ZOU,02:11,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
728,979476,Wanhao ZOU,Aliabbas RZAZADE,01:40,0,Takedown,0,Fireman's carry,1,,Huseyn,Completed
729,979476,Aliabbas RZAZADE,Wanhao ZOU,01:34,1,Passivity,1,From passivity,0,,Huseyn,Completed
730,979476,Wanhao ZOU,Aliabbas RZAZADE,01:30,2,Takedown,1,Double leg takedown,0,,Huseyn,Completed
731,979476,Wanhao ZOU,Aliabbas RZAZADE,00:58,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
732,979476,Aliabbas RZAZADE,Wanhao ZOU,00:57,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
733,979476,Aliabbas RZAZADE,Wanhao ZOU,00:55,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
734,979476,Aliabbas RZAZADE,Wanhao ZOU,00:53,1,Protection zone,1,From passivity,0,,Huseyn,Completed
735,979476,Wanhao ZOU,Aliabbas RZAZADE,00:24,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
736,979476,Wanhao ZOU,Aliabbas RZAZADE,00:11,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
737,979476,Wanhao ZOU,Aliabbas RZAZADE,00:04,2,Takedown,1,Single leg takedown,0,,Huseyn,Completed
738,979476,Wanhao ZOU,Aliabbas RZAZADE,00:00,1,Challange,1,Flag,0,1.0,Huseyn,Completed
739,981880,Aliabbas RZAZADE,Wanhao ZOU,05:55,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
740,981880,Aliabbas RZAZADE,Wanhao ZOU,05:45,4,Roll,1,Flag,0,1.0,Huseyn,Completed
741,981880,Wanhao ZOU,Aliabbas RZAZADE,05:36,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
742,981880,Aliabbas RZAZADE,Wanhao ZOU,05:07,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
743,981880,Wanhao ZOU,Aliabbas RZAZADE,05:54,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
744,981880,Aliabbas RZAZADE,Wanhao ZOU,04:53,2,Roll,1,Roll from parter,0,1.0,Huseyn,Completed
745,981880,Aliabbas RZAZADE,Wanhao ZOU,04:36,1,Challange,1,Flag,0,1.0,Huseyn,Completed
746,981880,Aliabbas RZAZADE,Wanhao ZOU,04:22,0,Takedown,0,Arm throw,1,,Huseyn,Completed
747,981880,Aliabbas RZAZADE,Wanhao ZOU,04:13,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
748,981880,Aliabbas RZAZADE,Wanhao ZOU,04:08,0,Takedown,0,Arm spin,1,,Huseyn,Completed
749,981880,Aliabbas RZAZADE,Wanhao ZOU,04:04,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
750,981880,Aliabbas RZAZADE,Wanhao ZOU,04:00,1,Protection zone,1,From passivity,0,,Huseyn,Completed
751,981880,Wanhao ZOU,Aliabbas RZAZADE,03:44,0,Takedown,0,Arm spin,1,,Huseyn,Completed
752,981880,Wanhao ZOU,Aliabbas RZAZADE,03:41,2,Roll,1,Roll from parter,0,,Huseyn,Completed
753,981880,Wanhao ZOU,Aliabbas RZAZADE,03:18,1,Protection zone,1,From passivity,0,,Huseyn,Completed
754,981880,Aliabbas RZAZADE,Wanhao ZOU,01:48,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
755,981880,Wanhao ZOU,Aliabbas RZAZADE,01:45,0,Takedown,0,Arm spin,1,,Huseyn,Completed
756,981880,Wanhao ZOU,Aliabbas RZAZADE,01:12,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
757,981880,Wanhao ZOU,Aliabbas RZAZADE,00:25,0,Takedown,0,Fireman's carry,1,,Huseyn,Completed
758,981880,Aliabbas RZAZADE,Wanhao ZOU,00:24,4,Roll,1,Roll from parter,0,1.0,Huseyn,Completed
759,981880,Wanhao ZOU,Aliabbas RZAZADE,00:23,1,To go behind,1,Escape,0,,Huseyn,Completed
760,981880,Aliabbas RZAZADE,Wanhao ZOU,00:03,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
761,981880,Wanhao ZOU,Aliabbas RZAZADE,00:02,4,Roll,1,Roll from parter,0,1.0,Huseyn,Completed
762,981874,Aliabbas RZAZADE,Islam BAZARGANOV,05:54,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
763,981874,Aliabbas RZAZADE,Islam BAZARGANOV,05:49,0,Takedown,0,Arm spin,1,,Huseyn,Completed
764,981874,Aliabbas RZAZADE,Islam BAZARGANOV,05:49,2,To go behind,1,To go behind,0,,Huseyn,Completed
765,981874,Aliabbas RZAZADE,Islam BAZARGANOV,05:42,0,Roll,0,Arm-lock roll on parter,1,,Huseyn,Completed
766,981874,Aliabbas RZAZADE,Islam BAZARGANOV,05:33,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
767,981874,Aliabbas RZAZADE,Islam BAZARGANOV,05:27,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
768,981874,Aliabbas RZAZADE,Islam BAZARGANOV,05:15,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
769,981874,Aliabbas RZAZADE,Islam BAZARGANOV,04:58,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
770,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,05:57,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
771,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,05:08,0,Takedown,0,Takedown,1,1.0,Huseyn,Completed
772,981871,Aliabbas RZAZADE,Beka BUJIASHVILI,04:38,0,To go behind,0,To go behind,1,,Huseyn,Completed
773,981871,Aliabbas RZAZADE,Beka BUJIASHVILI,04:35,4,Takedown,1,Suplex,0,,Huseyn,Completed
774,981871,Aliabbas RZAZADE,Beka BUJIASHVILI,04:01,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
775,981871,Aliabbas RZAZADE,Beka BUJIASHVILI,03:21,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
776,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,03:18,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
777,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,02:38,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
778,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,01:48,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
779,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,01:43,2,Takedown,1,Ankle pick,0,,Huseyn,Completed
780,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,01:34,0,Roll,0,Leg lace,1,,Huseyn,Completed
781,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,00:54,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
782,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,00:30,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
783,981871,Aliabbas RZAZADE,Beka BUJIASHVILI,00:28,0,Roll,0,Flag,1,1.0,Huseyn,Completed
784,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,00:18,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
785,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,00:06,0,Takedown,0,Flag,1,1.0,Huseyn,Completed
786,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,00:04,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
787,981871,Beka BUJIASHVILI,Aliabbas RZAZADE,00:01,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
788,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,05:10,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
789,981865,Aliabbas RZAZADE,Yuto NISHIUCHI,04:50,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
790,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,04:31,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
791,981865,Aliabbas RZAZADE,Yuto NISHIUCHI,04:07,1,Passivity,1,From passivity,0,,Huseyn,Completed
792,981865,Aliabbas RZAZADE,Yuto NISHIUCHI,04:01,0,Takedown,0,Arm throw,1,,Huseyn,Completed
793,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,03:48,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
794,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,03:17,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
795,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,02:53,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
796,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,02:49,0,To go behind,0,To go behind,1,,Huseyn,Completed
797,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,02:40,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
798,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,01:50,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
799,981865,Aliabbas RZAZADE,Yuto NISHIUCHI,01:44,0,Takedown,0,Double leg takedown,1,,Huseyn,Completed
800,981865,Aliabbas RZAZADE,Yuto NISHIUCHI,01:32,0,Takedown,0,Single leg takedown,1,,Huseyn,Completed
801,981865,Aliabbas RZAZADE,Yuto NISHIUCHI,01:27,1,Protection zone,1,From passivity,0,,Huseyn,Completed
802,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,00:18,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
803,981865,Yuto NISHIUCHI,Aliabbas RZAZADE,00:07,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
804,983843,Aliabbas RZAZADE,Horst Justin Junior LEHR,05:54,0,Takedown,0,Arm spin,1,,Huseyn,Completed
805,983843,Aliabbas RZAZADE,Horst Justin Junior LEHR,05:42,4,Takedown,1,Arm throw,0,,Huseyn,Completed
806,983843,Aliabbas RZAZADE,Horst Justin Junior LEHR,05:32,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
807,983843,Horst Justin Junior LEHR,Aliabbas RZAZADE,05:25,1,To go behind,1,Escape,0,,Huseyn,Completed
808,983843,Horst Justin Junior LEHR,Aliabbas RZAZADE,05:23,2,Roll,1,Leg lace,0,,Huseyn,Completed
809,983843,Horst Justin Junior LEHR,Aliabbas RZAZADE,04:50,0,Takedown,0,Ankle pick,1,,Huseyn,Completed
810,983843,Horst Justin Junior LEHR,Aliabbas RZAZADE,04:22,2,Takedown,1,Single leg takedown,0,,Huseyn,Completed
811,983843,Aliabbas RZAZADE,Horst Justin Junior LEHR,04:03,2,To go behind,1,Arm drag,0,,Huseyn,Completed
812,983843,Aliabbas RZAZADE,Horst Justin Junior LEHR,03:53,2,Victory by fall,1,Victory by fall,0,,Huseyn,Completed
813,983841,Aliabbas RZAZADE,Simone Vincenzo PIRODDU,05:57,0,Takedown,0,Takedown,1,1.0,Huseyn,Completed
814,983841,Aliabbas RZAZADE,Simone Vincenzo PIRODDU,05:44,2,Roll,1,Roll from parter,0,,Huseyn,Completed
815,983841,Aliabbas RZAZADE,Simone Vincenzo PIRODDU,05:26,2,Takedown,1,Inside trip,0,,Huseyn,Completed
816,983841,Aliabbas RZAZADE,Simone Vincenzo PIRODDU,05:13,2,Roll,1,Arm-lock roll on parter,0,,Huseyn,Completed
817,983841,Simone Vincenzo PIRODDU,Aliabbas RZAZADE,04:35,2,Takedown,1,Single leg takedown,0,,Huseyn,Completed
